,smiles,cmpd_id,fragmentA,fragmentB,sucos,int_count
128,Cc1ccc(NC(=O)Nc2ccc3c(c2)OCO3)nc1,MOLPORT:002-106-017,x1498_0A,x1140_0A,0.6003991864135891,6
129,O=C(CSc1nnc2ccccn12)NCCN1C(=O)SC(=Cc2ccc3c(c2)OCO3)C1=O,MOLPORT:044-212-335,x1594_0A,x2021_0A,0.5999551737163922,4
130,O=C(C=Cc1ccc2c(c1)OCO2)NCc1cccnc1-c1ccsc1,MOLPORT:035-824-454,x1498_0A,x1140_0A,0.5995375683075869,3
131,O=C(CCc1ccc2c(c1)OCO2)N1CCC[C@@H]1c1nnc2ccccn12,MOLPORT:007-123-258,x1594_0A,x2021_0A,0.599271159380282,4
132,O=C(NCc1ccc2c(c1)OCO2)C1(c2cccnc2)CCC1,ENAMINE:Z3832085562,x1140_0A,x2099_0A,0.5992057814117384,3
133,CC(C)(C)O[C@H]1CCCN(C(=O)CN2CCCCC2)C1,ENAMINE:Z4285537924,x1071_0A,x1083_0A,0.5991017846234007,5
134,O=C(NCc1ccc2c(c1)OCO2)c1cc(-c2cccnc2)nc2ccccc12,MOLPORT:004-160-414,x1140_0A,x2099_0A,0.5988599290214862,2
135,O=C(NCc1ccc2c(c1)OCO2)c1cc(-c2cccnc2)on1,"MOLPORT:008-957-104,ENAMINE:Z414942768",x1140_0A,x2099_0A,0.5987243058850242,2
136,O=C(C=Cc1ccc2c(c1)OCO2)NCc1nnc2c(O)nccn12,MOLPORT:039-074-853,x0147_0A,x2021_0A,0.5985791012935545,5
137,O=C(NCc1ccc2c(c1)OCO2)NCc1nnc2cc(C(F)(F)F)ccn12,MOLPORT:038-940-585,x1594_0A,x2021_0A,0.5985593199909632,4
138,O=C(NCCCN1CCCCC1)c1cccnc1S,ENAMINE:Z271963908,x1498_0A,x1083_0A,0.5982522530197625,4
139,O=C(c1cccnc1)N(Cc1ccc2c(c1)OCO2)C1CCCCC1,ENAMINE:Z1098431228,x1140_0A,x2099_0A,0.597554662693986,4
140,O=C(O)c1ccc(N2CCC[C@H]2c2ccc3c(c2)OCO3)nc1,ENAMINE:Z2444597856,x1498_0A,x2021_0A,0.5968505308768745,5
141,O=C(NCc1ccc2c(c1)OCO2)NCc1nnc2cc(C(F)(F)F)ccn12,MOLPORT:038-940-585,x1594_0A,x1919_0A,0.5965875573300066,5
142,COCCN(C)S(=O)(=O)NCc1cccnc1N1CCOCC1,ENAMINE:Z1172228102,x1498_0A,x2021_0A,0.5960998190758898,5
143,CCNC[C@H]1C[C@H](NC(=O)CCC2CCCC2)C1,"ENAMINE:PV-000979135312,ENAMINE:PV-001001724605",x1020_0A,x0130_0A,0.5959899244273775,5
144,O=C(CN(CCc1ccccc1)CC(=O)N1CCCCC1)N1CCCCC1,ENAMINE:Z374852542,x1071_0A,x1083_0A,0.595503750587892,2
145,c1ccn2c(SCCCOc3ccc4c(c3)OCO4)nnc2c1,ENAMINE:Z875196656,x1140_0A,x1594_0A,0.5954106401282647,4
146,O=C(NCc1ccc2c(c1)OCO2)[C@@H]1CCCN(c2nnc3ccccn23)C1,MOLPORT:010-964-018,x1594_0A,x2021_0A,0.5951687676252568,4
147,O=C(NCCc1nnc2ccccn12)Nc1ccc2c(c1)OCO2,MOLPORT:009-427-638,x1140_0A,x1594_0A,0.595070575462191,6
148,Cc1cc2c(cc1NC(=O)C(=O)NCc1cccnc1)OCO2,ENAMINE:Z1637491741,x1140_0A,x2099_0A,0.5946756662250817,3
149,CC(C)c1nnc2ccc(NC(=O)C(C)(C)c3ccno3)cn12,ENAMINE:Z4297774884,x1594_0A,x1052_1A,0.5945098997817566,3
150,S=P(C1=COCC1)(N1CCCCC1)N1CCCCC1,MOLPORT:000-733-597,x1071_0A,x1083_0A,0.5944737269366233,6
151,O=S(=O)(Nc1nnc2ccc(Cl)cn12)c1ccc2c(c1)OCO2,ENAMINE:PV-002952610299,x1594_0A,x1919_0A,0.5944056383125432,5
152,O=P(CN1CCCCC1)(N1CCCCC1)N1CCCCC1,MOLPORT:009-218-985,x1083_0A,x1071_0A,0.5941949572379933,4
153,O=C(CCC(=O)Nc1nnc2ccccn12)NCc1ccc2c(c1)OCO2,MOLPORT:010-965-375,x1140_0A,x1594_0A,0.5941841939834562,3
154,CCC[C@@H](NC(=O)c1ccc2c(c1)OCO2)c1nnc2ccccn12,MOLPORT:020-072-151,x1594_0A,x1919_0A,0.5940896779737597,4
155,Cc1ccn2c(NC(=O)c3ccc4c(c3)OCO4)nnc2c1,ENAMINE:Z1392037149,x1594_0A,x1140_0A,0.5939055188197098,2
156,O=C(CSc1nnc2ccccn12)NCc1ccc2c(c1)OCO2,MOLPORT:000-693-223,x1140_0A,x1594_0A,0.5936858674269382,2
157,c1ccc(-c2nccc(NCc3ccc4c(c3)OCO4)n2)nc1,ENAMINE:PV-003277140721,x1498_0A,x1140_0A,0.5935312537983048,5
158,Cc1cc2c(cc1NC(=O)N(C)Cc1ccon1)OCO2,ENAMINE:Z1637957655,x1140_0A,x1052_1A,0.5924189792533919,5
159,O=C(Cc1ccc2c(c1)OCO2)N[C@H]1CCN(c2nccn3cnnc23)C1,MOLPORT:042-617-405,x0147_0A,x2021_0A,0.5921540365668339,4
160,O[C@H](CNCCc1nnc2ccccn12)c1ccc2c(c1)OCO2,MOLPORT:020-061-754,x1594_0A,x1919_0A,0.5918546719057022,4
161,CCNC[C@H]1CC[C@H](NC(=O)CCc2ccccc2)CC1,ENAMINE:PV-000946126424,x1020_0A,x0130_0A,0.5912030205373178,3
162,c1cncc(-c2cn3nc(NCc4ccc5c(c4)OCO5)sc3n2)c1,ENAMINE:Z1642642147,x1498_0A,x1140_0A,0.5911829146831802,3
163,O=C(Nc1cccnc1)N(Cc1ccc2c(c1)OCO2)C1CCCC1,"ENAMINE:Z196091386,MOLPORT:030-046-139",x1140_0A,x2099_0A,0.5911212003678754,2
164,CC(C)(c1ccno1)c1nc(-c2ccn3cnnc3c2)no1,ENAMINE:PV-002780944449,x1594_0A,x1052_1A,0.5910699984337208,3
165,O=S(=O)(Nc1nnc2ccc(Cl)cn12)c1ccc2c(c1)OCO2,ENAMINE:PV-002952610299,x1594_0A,x2021_0A,0.5909164506806821,5
166,O=C(Nc1ccc2c(c1)OCO2)c1ccc2nncn2c1,ENAMINE:Z978911046,x1594_0A,x1140_0A,0.5907509153166036,4
167,c1cncc(-c2nc3c(c(NCc4ccc5c(c4)OCO5)n2)CCNC3)c1,MOLPORT:047-487-296,x1498_0A,x1140_0A,0.5905322371532685,5
168,CC(C)c1nnc2ccc(NC(=O)c3ccc4c(c3)OCO4)cn12,ENAMINE:Z1781197064,x1594_0A,x1919_0A,0.5904838992524581,4
169,Cc1cc(C(=O)N[C@@H](C)CNC(=O)CCN2CCCCC2)no1,"ENAMINE:PV-001409780211,ENAMINE:PV-001621417633,ENAMINE:PV-001630117236",x1052_1A,x1083_0A,0.5904574218173052,4
170,C[C@@H](CNC(=O)CN1CCCCC1)NC(=O)c1nocc1Cl,"ENAMINE:PV-003600106223,ENAMINE:PV-003600106225",x1052_1A,x1083_0A,0.5901523562563687,5
171,O=C(COc1ccon1)NCc1ccncc1C(F)(F)F,ENAMINE:Z3353633340,x1498_0A,x1052_1A,0.5899700817364958,5
172,CC(C)[C@H](O)c1nnc2ccc(C(=O)NCc3ccc4c(c3)OCO4)cn12,MOLPORT:047-923-556,x1594_0A,x1919_0A,0.5898518431995489,3
173,CCc1nnc2ccc(-c3noc(-c4ccc5c(c4)OCO5)n3)cn12,MOLPORT:010-931-679,x1594_0A,x1919_0A,0.58981135183569,5
174,Cc1cc(CCC(=O)OCCN2CCCCC2)no1,ENAMINE:Z2923798127,x1052_1A,x1083_0A,0.5897925184671057,5
175,O=C(CCCc1nnc2ccccn12)Nc1ccc2c(c1)OCO2,MOLPORT:023-293-957,x1594_0A,x1140_0A,0.5893085242894377,3
176,CCNCC1CCN([C@H](C)C(=O)NC2CCCCC2)CC1,ENAMINE:Z2447161092,x1020_0A,x0130_0A,0.5881693442711619,4
177,Brc1ccc2nnc(SCc3ccno3)n2c1,ENAMINE:Z2217578242,x1594_0A,x1052_1A,0.5877874920180367,2
178,CCNC(=O)c1ccc(N2CC[C@H](N3CCCCC3)C2)nc1,ENAMINE:Z1188146771,x1498_0A,x1083_0A,0.5876075779978553,3
179,Cc1cc(CN(C)C(=O)CSCc2ccccn2)no1,ENAMINE:Z756857876,x1052_1A,x1498_0A,0.5870626256013973,2
180,O=C(CCc1cnoc1)N1CCC[C@@H](N2CCCCC2)C1,ENAMINE:Z3048694258,x1083_0A,x1071_0A,0.5868286397706435,3
181,CCC[C@@H](NC(=O)c1ccc2c(c1)OCO2)c1nnc2ccccn12,MOLPORT:020-072-151,x1594_0A,x2021_0A,0.586779808561487,4
182,O[C@@H](CNCCc1nnc2ccccn12)c1ccc2c(c1)OCO2,MOLPORT:020-061-754,x1594_0A,x2021_0A,0.586710799667916,5
183,CCN(C(=O)c1cc2c(cc1Cl)OCO2)c1cccnc1,ENAMINE:PV-002276878138,x1140_0A,x2099_0A,0.5858627699284349,2
184,CCC(=O)NC[C@@H]1CCCN(C(=O)CCN2CCCCC2)C1,ENAMINE:PV-001394298395,x1083_0A,x1071_0A,0.5857658388300994,2
185,CCNC[C@H]1CCCC[C@@H]1NC(=O)CCC1CCCC1,ENAMINE:PV-000897114326,x1020_0A,x0130_0A,0.5855039888677229,3
186,O=C(NCc1ccc2c(c1)OCO2)N1CCC(c2nnc3ccccn23)CC1,ENAMINE:Z402424962,x1594_0A,x2021_0A,0.5854511468232121,3
187,Cc1oncc1C(=O)N(C)C[C@H](C)NC(=O)CSc1ccccn1,ENAMINE:PV-002755625997,x1052_1A,x1498_0A,0.5853083076159523,5
188,CC(C)c1nnc2ccc(NC(=O)c3ccc4c(c3)OCO4)cn12,ENAMINE:Z1781197064,x1594_0A,x2021_0A,0.5852969656502048,5
189,O=C(C=Cc1ccc2c(c1)OCO2)N[C@H]1CCN(c2nccn3cnnc23)C1,MOLPORT:042-617-389,x0147_0A,x1140_0A,0.5852434268203132,6
190,c1cncc(-c2nn3c(-c4ccc5c(c4)OCO5)nnc3s2)c1,MOLPORT:005-920-014,x1140_0A,x2099_0A,0.5849512303323156,4
191,Cc1cccnc1CSCC(=O)N[C@H](C)C(=O)N1CCCCC1,ENAMINE:Z1607642245,x1498_0A,x1083_0A,0.5847087599233051,2
192,c1ccc(-c2nc3c(c(NCc4ccc5c(c4)OCO5)n2)CCC3)nc1,ENAMINE:Z1172208416,x1498_0A,x2021_0A,0.5846558887603228,2
193,O=C(CSCc1cccnc1)Nc1cc2c(cc1Cl)OCO2,ENAMINE:Z392442598,x1140_0A,x2099_0A,0.584509026910338,1
194,C[C@@H](O)CN[C@H]1CCCN(C(=O)CCCN2CCCCC2)C1,ENAMINE:PV-000962734392,x1071_0A,x1083_0A,0.5844150739043598,9
195,CC(C)[C@@H](O)c1nnc2ccc(C(=O)NCc3ccc4c(c3)OCO4)cn12,MOLPORT:047-923-556,x1594_0A,x2021_0A,0.5843439452858242,4
196,CCOC(=O)C[C@@H](c1cc(C)on1)N1CCCCC1,CHEMSPACE-BB:CSMB00133658290,x1052_1A,x1083_0A,0.5842121955331977,4
197,CCc1nnc2ccc(S(=O)(=O)N(CC(=O)OC)c3ccc4c(c3)OCO4)cn12,MOLPORT:010-916-292,x1594_0A,x1919_0A,0.5837045468596277,3
198,CN(C)[C@@H](C(=O)NCCCc1nnc2ccccn12)c1ccc2c(c1)OCO2,MOLPORT:039-035-877,x1140_0A,x1594_0A,0.5836000372543275,3
199,Sc1nnc(-c2cccnc2)n1-c1ccc2c(c1)OCO2,MOLPORT:002-665-791,x1140_0A,x2099_0A,0.5835399342194052,4
200,OCCCN(CC=Cc1ccc2c(c1)OCO2)Cc1cccnc1,ENAMINE:PV-002452439735,x1140_0A,x2099_0A,0.583224135694401,3
201,CC[C@@H](Sc1nnc2ccccn12)C(=O)Nc1cc(C)on1,MOLPORT:005-587-013,x1052_1A,x1594_0A,0.5832111396184445,6
202,c1cncc(-c2cn3c(COc4ccc5c(c4)OCO5)nnc3s2)c1,MOLPORT:006-847-598,x1140_0A,x2099_0A,0.5829114083275074,3
203,O=C(Cc1cc(-c2ccc3c(c2)OCO3)on1)Nc1ccccn1,MOLPORT:009-720-955,x1140_0A,x1498_0A,0.5824874985158925,3
204,Cc1cc(NC(=O)N[C@H](C)CN2CCCCC2)no1,ENAMINE:Z369939552,x1052_1A,x1083_0A,0.5819072724362364,4
205,CCc1nnc2ccc(S(=O)(=O)Nc3ccc4c(c3)OCO4)cn12,MOLPORT:010-916-290,x1594_0A,x1919_0A,0.5816507058854468,4
206,c1cncc(Cc2nc(-c3ccc4c(c3)OCO4)no2)c1,ENAMINE:Z1227705776,x1140_0A,x2099_0A,0.5815386556255936,3
207,O=C(C=Cc1ccc2c(c1)OCO2)N1CCC[C@@H](c2nnc3ccccn23)C1,"MOLPORT:005-927-897,MOLPORT:044-418-483",x1594_0A,x1919_0A,0.5814912825674452,3
208,C[C@@H](F)CCNC1CCN(C(=O)CCN2CCCCC2)CC1,ENAMINE:PV-000745136799,x1083_0A,x1071_0A,0.5813878808387575,5
209,CCN(C(=O)Nc1cc2c(cc1C)OCO2)[C@H](C)c1cccnc1,ENAMINE:Z1637951656,x1140_0A,x2099_0A,0.5812367987450402,4
210,CN(Cc1ccc2c(c1)OCO2)Cc1nnc2ccccn12,ENAMINE:Z4262373634,x1140_0A,x1594_0A,0.5811889295659075,3
211,O=C(Nc1nc(-c2ccno2)cs1)c1ccn2cnnc2c1,ENAMINE:PV-002925262484,x1594_0A,x1052_1A,0.5810752929974323,2
212,O=C(Cc1ccc2c(c1)OCO2)NCc1nnc2c(O)nccn12,MOLPORT:039-074-886,x0147_0A,x1919_0A,0.5808388756763703,4
213,O=C(C=Cc1cncc(O)c1)NCCC(=O)N1CCCCC1,ENAMINE:Z1626650483,x1498_0A,x1071_0A,0.5806458424094255,3
214,Cc1cc(CS(=O)(=O)N(C)CCN2CCCCC2)no1,ENAMINE:Z1882135987,x1052_1A,x1083_0A,0.58061657690987,5
215,Cc1cc(NC(=O)NCc2nnc3ccccn23)no1,MOLPORT:023-134-629,x1052_1A,x1594_0A,0.580594007610604,4
216,CCCC(=O)N1CCC[C@H](CNC(=O)COc2cccnc2)C1,ENAMINE:PV-001395425929,x1071_0A,x2099_0A,0.580475357430257,3
217,O=C(Nc1nnc2ccc(Br)cn12)c1ccc2c(c1)OCO2,ENAMINE:PV-001806984740,x1594_0A,x1919_0A,0.580425039080787,3
218,NCCCCCCNC(=O)c1cc(CN2CCCCC2)on1,ENAMINE:Z4054440833,x1052_1A,x1083_0A,0.5803903897958445,6
219,CCC[C@H](C)CCNC(=O)c1cc(CN2CCCCC2)on1,ENAMINE:PV-002414033527,x1052_1A,x1083_0A,0.5802810534221251,4
220,Cc1cc(NC(=O)N[C@H](C)c2nnc3ccccn23)no1,"ENAMINE:Z166677844,MOLPORT:009-143-547",x1052_1A,x1594_0A,0.5798034447656327,5
221,CCCC(=O)NCC1CCN(C(=O)CCN2CCCCC2)CC1,ENAMINE:PV-001335936345,x1083_0A,x1071_0A,0.5796907329160118,5
222,O=C(NCCc1nnc2ccccn12)NCc1ccc2c(c1)OCO2,MOLPORT:009-308-595,x1594_0A,x1919_0A,0.5795993425335182,5
223,Cc1cc(C(=O)NCC(=O)NCCN2CCCCC2)no1,ENAMINE:Z2910589309,x1052_1A,x1083_0A,0.5794870709416038,6
224,CCc1nnc2ccc(-c3noc(-c4ccc5c(c4)OCO5)n3)cn12,MOLPORT:010-931-679,x1594_0A,x2021_0A,0.5792434414508646,6
225,c1cncc([C@@H]2CCC[C@@H](NCc3ccc4c(c3)OCO4)C2)c1,ENAMINE:Z2001417850,x1498_0A,x1140_0A,0.5787110236660383,5
226,c1ccn2c(SCCCOc3ccc4c(c3)OCO4)nnc2c1,ENAMINE:Z875196656,x1594_0A,x1140_0A,0.5787099079572959,3
227,COCCCONC(=O)c1cc(CN2CCCCC2)on1,ENAMINE:Z2227205256,x1052_1A,x1083_0A,0.5785981530727856,5
228,CC(C)(C(=O)NCc1nnc2ccc(Cl)cn12)c1ccno1,ENAMINE:Z4298762628,x1594_0A,x1052_1A,0.5784010773835219,4
229,O=S(=O)(NC1(c2cccnc2)CCC1)c1ccc2c(c1)OCO2,ENAMINE:Z4278682654,x1140_0A,x2099_0A,0.5783816661503745,3
230,C[C@H](Cc1ccno1)NC(=O)c1nnc2c(Br)cccn12,ENAMINE:PV-002788619721,x1594_0A,x1052_1A,0.5782720434350963,2
231,CC(C)NC(=O)c1cc(CN2CCCCC2)on1,ENAMINE:Z2212058803,x1052_1A,x1083_0A,0.578219069642692,7
232,O=C(C=Cc1ccc2c(c1)OCO2)N[C@H]1CCN(c2nccn3cnnc23)C1,MOLPORT:042-617-389,x0147_0A,x2021_0A,0.5781526724026891,4
233,Cc1cc(C(=O)NC[C@@H](C)NC(=O)CCCN2CCCCC2)no1,"ENAMINE:PV-001407121624,ENAMINE:PV-001623027677,ENAMINE:PV-001631728280",x1052_1A,x1083_0A,0.5779506832051807,3
234,C[C@@H](COC(=O)c1ccc(C(C)(C)C)cn1)N1CCCCC1,ENAMINE:Z2498529465,x1498_0A,x1083_0A,0.5778761176997809,3
235,O=C(NCc1ccc2c(c1)OCO2)c1cn(-c2cccnc2)nn1,ENAMINE:PV-001791801081,x1140_0A,x2099_0A,0.5778152476555596,3
236,O=C(CCCc1nnc2ccccn12)NCc1ccc2c(c1)OCO2,MOLPORT:028-853-614,x1140_0A,x1594_0A,0.5777046115863349,4
237,Cc1cc(CCC(=O)NCCC(=O)N2CCCCC2)no1,ENAMINE:Z2949004169,x1052_1A,x1083_0A,0.5774445382656254,7
238,CCc1nnc2ccc(S(=O)(=O)N(CC(=O)OC)c3ccc4c(c3)OCO4)cn12,MOLPORT:010-916-292,x1594_0A,x2021_0A,0.5774356537138335,6
239,CC(C)(O)CCNC(=O)c1cc(CN2CCCCC2)on1,ENAMINE:Z2224632895,x1052_1A,x1083_0A,0.5773172202013461,6
240,O=C(CNS(=O)(=O)Cc1cc(C2CC2)no1)N1CCCCC1,ENAMINE:Z4261328227,x1071_0A,x1083_0A,0.5772082724447108,6
241,O=C(NCc1ccc2c(c1)OCO2)c1cccn1-c1cccnc1,MOLPORT:010-679-588,x1140_0A,x2099_0A,0.5767992557003254,3
242,Cc1cc(C(=O)NCC[C@H](C)NC(=O)CCN2CCCCC2)no1,"ENAMINE:PV-001424854115,ENAMINE:PV-001774239463",x1052_1A,x1083_0A,0.576473762279308,4
243,CCc1ccnc(C(=O)N[C@@H](C)CNC(=O)c2cccnc2)c1,"ENAMINE:PV-001407019012,ENAMINE:PV-001623186011,ENAMINE:PV-001631885614",x0980_0B,x2099_0A,0.5763530205558857,3
244,CCc1nnc2ccc(S(=O)(=O)Nc3ccc4c(c3)OCO4)cn12,MOLPORT:010-916-290,x1594_0A,x2021_0A,0.5760792270587393,5
245,CCOc1nccn2c(CNC(=O)c3ccc4c(c3)OCO4)nnc12,MOLPORT:039-074-956,x0147_0A,x1140_0A,0.5759618603091159,3
246,Cc1cc(CC(=O)NCCN(C)C(=O)CN2CCCCC2)no1,ENAMINE:PV-003055478330,x1052_1A,x1083_0A,0.5757824837329318,5
247,C[C@H](O)CNCC1CCN(C(=O)CCN2CCCCC2)CC1,ENAMINE:PV-000746229817,x1083_0A,x1071_0A,0.5757240892372656,3
248,O=C(C=Cc1ccc2c(c1)OCO2)NCc1nnc2c(O)nccn12,MOLPORT:039-074-853,x0147_0A,x1919_0A,0.5756290415288597,4
249,O=C(CCc1ccc2c(c1)OCO2)N1CCC[C@@H]1c1nnc2ccccn12,MOLPORT:007-123-258,x1594_0A,x1140_0A,0.5753688442208692,4
250,CC(C)(C)c1ccc(C(=O)OCCN2CCCCC2)nc1,ENAMINE:Z2371043881,x1498_0A,x1083_0A,0.57524404528801,3
251,CCN(Cc1ccccn1)C[C@@H](O)COc1ccc2c(c1)OCO2,ENAMINE:Z1408802098,x1140_0A,x1498_0A,0.5750409028789307,4
252,C[C@@H](CC(=O)Nc1ccc(F)cn1)c1ccc2c(c1)OCO2,ENAMINE:Z3295656426,x1498_0A,x1140_0A,0.5749877336614847,3
253,Cc1cc(NC(=O)NCCCN2CCCCC2)no1,MOLPORT:003-287-238,x1052_1A,x1083_0A,0.5748522282687866,3
254,CC(C)[C@@H](NC(=O)NCc1ccc2c(c1)OCO2)c1nnc2ccccn12,ENAMINE:Z1015294138,x1594_0A,x1140_0A,0.5747788240486225,5
255,CC[C@H](CNC(=O)c1cc(C)on1)NCC(=O)N1CCCCC1,ENAMINE:PV-000838168780,x1052_1A,x1083_0A,0.5745762459874726,5
256,c1cncc(-c2nc3c(c(NCc4ccc5c(c4)OCO5)n2)CNC3)c1,MOLPORT:020-225-031,x1498_0A,x2021_0A,0.5745491599709386,4
257,COC[C@@H](NC(=O)C(=O)Nc1cc2c(cc1C)OCO2)c1ccccn1,ENAMINE:Z3561731769,x1140_0A,x1498_0A,0.5742779504120377,2
258,C[C@H](NC(=O)c1cc(CN2CCCCC2)on1)C(=O)NCCO,ENAMINE:Z2223784116,x1052_1A,x1083_0A,0.5741496036981683,4
259,Cc1cc(C(=O)N[C@@H](C)CNC(=O)C(C)(C)N2CCCCC2)no1,"ENAMINE:PV-001408818288,ENAMINE:PV-001621413117,ENAMINE:PV-001630113720",x1052_1A,x1083_0A,0.574136890959864,3
260,O=C(Cc1ccc2c(c1)OCO2)N[C@H]1C[C@H](c2ccon2)C1,ENAMINE:Z4598660983,x1140_0A,x1052_1A,0.5738965745933391,4
261,O=C(CCCc1nnc2ccccn12)NCc1ccc2c(c1)OCO2,MOLPORT:028-853-614,x1594_0A,x1140_0A,0.5735534590623426,4
262,Nc1ccc(Sc2ccc3c(c2)OCO3)nc1,CHEMSPACE-BB:CSMB00134532766,x1498_0A,x1140_0A,0.5734478965087517,6
263,O=C(Nc1ccc2nncn2c1)c1csc(-c2ccc3c(c2)OCO3)n1,MOLPORT:046-806-247,x1594_0A,x1919_0A,0.5733592266789939,3
264,O=C(CCc1ccc2c(c1)OCO2)Nc1ccc(N2CCCC2)nc1,MOLPORT:009-445-034,x1498_0A,x2021_0A,0.5733216447572884,4
265,CS(=O)(=O)N(CC(=O)N1CCCCC1)c1ccc([C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)cc1,MOLPORT:001-008-200,x1071_0A,x1083_0A,0.5728312360147739,5
266,c1ccc(-c2nc3c(c(NCc4ccc5c(c4)OCO5)n2)CCC3)nc1,ENAMINE:Z1172208416,x1498_0A,x1919_0A,0.5727618078727514,3
267,C[C@H](C(N)=O)N(C)C(=O)c1cc(CN2CCCCC2)on1,ENAMINE:Z4884157831,x1052_1A,x1083_0A,0.5726408506008853,6
268,C[C@H](NC(=O)c1cccc2c1OCO2)c1nnc2ccccn12,ENAMINE:Z690619784,x1140_0A,x1594_0A,0.5726311097604709,4
269,COc1cccc(CN[C@H](Cc2ccc3c(c2)OCO3)C(=O)O)n1,ENAMINE:Z1860323261,x1498_0A,x1140_0A,0.5725510318853427,5
270,c1cncc(-c2nc3c(c(NCc4ccc5c(c4)OCO5)n2)CNC3)c1,MOLPORT:020-225-031,x1498_0A,x1919_0A,0.5717185643464796,4
271,CN(C)C(=O)CNC1CCN(C(=O)CCN2CCCCC2)CC1,ENAMINE:PV-000745136802,x1083_0A,x1071_0A,0.5716546613243171,3
272,O=C(c1cccnc1)N(Cc1ccc2c(c1)OCO2)c1ccccc1,ENAMINE:Z1137286687,x1140_0A,x2099_0A,0.5714015038947026,3
273,O=C(Nc1nnc2ccc(Br)cn12)c1ccc2c(c1)OCO2,ENAMINE:PV-001806984740,x1594_0A,x2021_0A,0.5713932888360259,4
274,C[C@@H](C(=O)Nc1nnc(-c2ccon2)s1)c1cccnc1,ENAMINE:PV-002929137860,x1498_0A,x1052_1A,0.5707661277194696,4
275,O=C(CCc1ccc2c(c1)OCO2)NC1(c2ccccn2)CC1,ENAMINE:Z3060481975,x1498_0A,x2021_0A,0.5703935496434904,5
276,O=C(NCc1nnc2ccc(Cl)cn12)c1ccc2c(c1)OCO2,ENAMINE:PV-001861681757,x1594_0A,x1919_0A,0.5703177411616719,4
277,CS(=O)(=O)N(CC(=O)N1CCCCC1)c1ccc(C#N)cc1,ENAMINE:Z729527092,x1071_0A,x1083_0A,0.5701463320883,4
278,O=C(Cc1cc(-c2ccc3c(c2)OCO3)on1)NCc1ccccc1,MOLPORT:023-199-163,x1052_1A,x1140_0A,0.5697757879518894,5
279,C[C@@H](C(N)=O)N1CCCN(C(=O)c2cccc3[nH]ccc23)CC1,ENAMINE:PV-000108287581,x1020_0A,x0130_0A,0.5696748007441804,4
280,CCC[C@H](NC(=O)Nc1cc(C)on1)c1nnc2ccccn12,ENAMINE:Z983920816,x1052_1A,x1594_0A,0.5696146242501194,3
281,Cc1nnc2ccc(S(=O)(=O)N(CC(=O)OC(C)(C)C)c3ccc4c(c3)OCO4)cn12,MOLPORT:009-717-267,x1594_0A,x1140_0A,0.5692724006184702,4
282,C[C@H](NC(=O)Nc1ccon1)c1nnc2ccccn12,ENAMINE:Z1671851532,x1594_0A,x1052_1A,0.5690812054101191,3
283,CCNC[C@H]1C[C@@H](NC(=O)c2ccncc2)C1,"ENAMINE:PV-000210614280,ENAMINE:PV-000221189094",x1498_0A,x0130_0A,0.569026142496114,7
284,O=C(CCCN1CCCCC1)N1CCC(N2CCC2)CC1,ENAMINE:Z2915181599,x1083_0A,x1071_0A,0.5687856383989282,3
285,C1CCN(C2CN(C3CCNCC3)C2)CC1,CHEMSPACE-BB:CSMB00019794116,x1083_0A,x1071_0A,0.5685224447268573,4
286,CCS(=O)(=O)NC[C@H]1CO[C@@H]2CN(Cc3cccc4[nH]ccc34)C[C@H]12,MOLPORT:047-250-183,x1140_0A,x0130_0A,0.5682484762601893,6
287,O=C(NCc1ccc2c(c1)OCO2)N1CCC(c2cccnc2)CC1,ENAMINE:Z1563107958,x1140_0A,x2099_0A,0.5682389861094025,2
288,O=C(Nc1ccn2cnnc2c1)N1CCC[C@H]1c1ccon1,ENAMINE:Z4466956954,x1594_0A,x1052_1A,0.5676571896222197,2
289,CNC(=O)[C@@H](C)N[C@@H]1CCCN(C(=O)CCN2CCCCC2)C1,ENAMINE:PV-000962771374,x1083_0A,x1071_0A,0.567514619227949,5
290,Cc1cccc(N(CC(=O)N2CCCCC2)S(C)(=O)=O)c1,MOLPORT:001-007-465,x1071_0A,x1083_0A,0.5674922157458214,3
291,CC(=NNC(=O)c1ccc2c(c1)OCO2)c1ccccn1,"MOLPORT:003-820-170,MOLPORT:019-749-880",x1498_0A,x2021_0A,0.5672745517830793,4
292,CN(C)S(=O)(=O)c1ccc(N2CCC[C@H]2c2ccc3c(c2)OCO3)nc1,ENAMINE:Z1225461178,x1498_0A,x1919_0A,0.5668946764198952,5
293,Cc1cc(CCC(=O)NCCN2CCCCC2)no1,ENAMINE:Z2948584639,x1052_1A,x1083_0A,0.5668528927651881,5
294,C[C@@H](CC(=O)O)NC(=O)c1cc(CN2CCCCC2)on1,ENAMINE:Z4069735244,x1052_1A,x1083_0A,0.566838773525356,5
295,O=C(CCc1ccc2c(c1)OCO2)Nc1ccc2nncn2c1,ENAMINE:Z1609986978,x1594_0A,x1140_0A,0.5667800620795924,4
296,COC(=O)[C@@H](O)CNC(=O)c1cc(CN2CCCCC2)on1,ENAMINE:Z2223766391,x1052_1A,x1083_0A,0.5666754502265059,4
297,O=C(CCc1ccc2c(c1)OCO2)Nc1ccc(N2CCCC2)nc1,MOLPORT:009-445-034,x1498_0A,x1919_0A,0.5665088780533665,4
