smiles,hit1,hit2,shape_tanimoto1,shape_tanimoto2,compound_set,template,inchikey
Cc1nnc2ccc(S(=O)(=O)N(CC(=O)OC(C)(C)C)c3ccc4c(c3)OCO4)cn12,x1594_0A,x1140_0A,0.8412222887956861,0.6557007125890736,x1594_0A-x1140_0A_138-P,x1594_0A,SSDQKSSLUVZXMN-UHFFFAOYSA-N
CC(NC(=O)Nc1ccon1)c1nnc2ccccn12,x1594_0A,x1052_1A,0.6164245359160614,1.0,x1594_0A-x1052_1A_122-P,x1052_1A,OOFLPPKDZFAKSK-QMMMGPOBSA-N
CCNCC1CC(NC(=O)c2ccncc2)C1,x1498_0A,x0130_0A,0.7831036548831636,0.7740012886597938,x1498_0A-x0130_0A_453-P,x1498_0A,NIFIINMGPXKALX-KLPPZKSPSA-N
O=C(CCCN1CCCCC1)N1CCC(N2CCC2)CC1,x1083_0A,x1071_0A,0.6434392150340928,0.7731703968144995,x1083_0A-x1071_0A_311-P,x1071_0A,FNHVGXHANYEHJL-UHFFFAOYSA-N
C1CCN(C2CN(C3CCNCC3)C2)CC1,x1083_0A,x1071_0A,0.5424235947852105,0.7736552171095269,x1083_0A-x1071_0A_310-P,x1071_0A,KTIWEZDZLRWZSO-UHFFFAOYSA-N
CCS(=O)(=O)NCC1COC2CN(Cc3cccc4[nH]ccc34)CC12,x1140_0A,x0130_0A,0.5130188959976194,0.7584224598930481,x1140_0A-x0130_0A_105-P,x0130_0A,CQWGVABALWVFPG-YXJHDRRASA-N
O=C(NCc1ccc2c(c1)OCO2)N1CCC(c2cccnc2)CC1,x1140_0A,x2099_0A,0.6318658280922432,0.6738631763594657,x1140_0A-x2099_0A_432-P,x2099_0A,QJKNLKGJIPCPCC-UHFFFAOYSA-N
O=C(Nc1ccn2cnnc2c1)N1CCCC1c1ccon1,x1594_0A,x1052_1A,0.7409246575342465,1.0,x1594_0A-x1052_1A_121-P,x1052_1A,YCLIKBSVUIKNIQ-LBPRGKRZSA-N
CNC(=O)C(C)NC1CCCN(C(=O)CCN2CCCCC2)C1,x1083_0A,x1071_0A,0.5973898858075041,0.796189004763744,x1083_0A-x1071_0A_291-P,x1071_0A,ZGGBCTQXRZPTDJ-HUUCEWRRSA-N
Cc1cccc(N(CC(=O)N2CCCCC2)S(C)(=O)=O)c1,x1071_0A,x1083_0A,0.6424242424242425,0.7538109756097561,x1071_0A-x1083_0A_90-P,x1083_0A,VRHDFOFOPYDLQA-UHFFFAOYSA-N
CC(=NNC(=O)c1ccc2c(c1)OCO2)c1ccccn1,x1498_0A,x2021_0A,0.8363668183409171,0.6521202140798683,x1498_0A-x2021_0A_489-P,x1498_0A,HONVEGNKAHQMHM-UHFFFAOYSA-N
CN(C)S(=O)(=O)c1ccc(N2CCCC2c2ccc3c(c2)OCO3)nc1,x1498_0A,x1919_0A,0.8720195346164895,0.7681545636242505,x1498_0A-x1919_0A_214-P,x1498_0A,HWUWIPPDKQARHD-HNNXBMFYSA-N
Cc1cc(CCC(=O)NCCN2CCCCC2)no1,x1052_1A,x1083_0A,1.0,0.5406809001731102,x1052_1A-x1083_0A_426-P,x1052_1A,PEYRLLBTOIJIAE-UHFFFAOYSA-N
CC(CC(=O)O)NC(=O)c1cc(CN2CCCCC2)on1,x1052_1A,x1083_0A,1.0,0.6402376910016978,x1052_1A-x1083_0A_411-P,x1052_1A,PKXYRCVZIARLGP-JTQLQIEISA-N
O=C(CCc1ccc2c(c1)OCO2)Nc1ccc2nncn2c1,x1594_0A,x1140_0A,0.7450033311125916,0.6281301544459439,x1594_0A-x1140_0A_134-P,x1594_0A,QQFLTPWVYQUXFA-UHFFFAOYSA-N
COC(=O)C(O)CNC(=O)c1cc(CN2CCCCC2)on1,x1052_1A,x1083_0A,1.0,0.6396471371504661,x1052_1A-x1083_0A_397-P,x1052_1A,BPZILWLHINVHKU-LBPRGKRZSA-N
O=C(CCc1ccc2c(c1)OCO2)Nc1ccc(N2CCCC2)nc1,x1498_0A,x1919_0A,0.8396240949006316,0.7131392981195352,x1498_0A-x1919_0A_202-P,x1498_0A,JPDKTNIRRPWDLT-UHFFFAOYSA-N
COc1ccccc1N(CC(=O)N1CCCCC1)S(C)(=O)=O,x1071_0A,x1083_0A,0.697714042311515,0.7723886048210372,x1071_0A-x1083_0A_89-P,x1083_0A,IXLADQYHLKZKNT-UHFFFAOYSA-N
O=C(CN(CCc1cccs1)CC(=O)N1CCCCC1)N1CCCCC1,x1083_0A,x1071_0A,0.6888764984666853,0.5890525145873854,x1083_0A-x1071_0A_268-P,x1083_0A,KCQFAVCMPUMIEF-UHFFFAOYSA-N
O=C(Nc1ccno1)c1cc2c(cc1Cl)OCO2,x1140_0A,x1052_1A,0.4544416967852387,1.0,x1140_0A-x1052_1A_465-P,x1052_1A,LMIPCGNTCQXJJR-UHFFFAOYSA-N
CCCCN(CC(F)(F)F)C(=O)c1cc(CN2CCCCC2)on1,x1052_1A,x1083_0A,1.0,0.688925819610213,x1052_1A-x1083_0A_373-P,x1052_1A,HELMTXDOJFKNEX-UHFFFAOYSA-N
O=C(NCCn1ccc(-c2ccncc2)n1)Nc1ccc2c(c1)OCO2,x1498_0A,x2021_0A,0.7923222152297043,0.7626268384448751,x1498_0A-x2021_0A_487-P,x1498_0A,PTTVVFSRZVLLIE-UHFFFAOYSA-N
CN(Cc1ccc2c(c1)OCO2)c1nnc2ccc(Br)cn12,x1594_0A,x1919_0A,0.7569455727051178,0.7229754944644856,x1594_0A-x1919_0A_97-P,x1594_0A,UGWDTNUKLBRVQG-UHFFFAOYSA-N
CC(Oc1ccc2c(c1)OCO2)C(=O)NC1CCN(c2nccn3cnnc23)C1,x0147_0A,x2021_0A,0.7351351351351352,0.6469546742209632,x0147_0A-x2021_0A_17-P,x0147_0A,CCTKPFCFNDBRBU-STQMWFEESA-N
O=C(NC1CC(c2ccon2)C1)c1ccc2nncn2c1,x1594_0A,x1052_1A,0.6707134852446769,1.0,x1594_0A-x1052_1A_120-P,x1052_1A,QKLOWCQYPRCSBB-PHIMTYICSA-N
CON(C)C(=O)CNC(=O)c1cc(CN2CCCCC2)on1,x1052_1A,x1083_0A,1.0,0.6444923689449237,x1052_1A-x1083_0A_362-P,x1052_1A,ZTTPXHMBWVGDFI-UHFFFAOYSA-N
COCC(CO)NC(=O)c1cc(CN2CCCCC2)on1,x1052_1A,x1083_0A,1.0,0.6290877796901894,x1052_1A-x1083_0A_330-P,x1052_1A,QNECZRBDOGWVAQ-NSHDSACASA-N
O=C(NCc1ccc2c(c1)OCO2)c1ccc(-c2cccnc2)cc1,x1140_0A,x2099_0A,0.7231802027115967,0.7673210892970235,x1140_0A-x2099_0A_428-P,x2099_0A,IDVTWEBASGQVPA-UHFFFAOYSA-N
Cc1nnc2ccc(-c3noc(-c4ccc5c(c4)OCO5)n3)cn12,x1594_0A,x1919_0A,0.755346727154893,0.7226911618669315,x1594_0A-x1919_0A_89-P,x1594_0A,SJLNXEFMEKPDCS-UHFFFAOYSA-N
O=C(CSc1nnc(-c2ccncc2)o1)Nc1ccc2c(c1)OCO2,x1498_0A,x1140_0A,0.7697129660178159,0.5709010339734121,x1498_0A-x1140_0A_407-P,x1498_0A,CJACVLTXJQNNOC-UHFFFAOYSA-N
CC(C)(C)C(C)(O)CNC(=O)c1cc(CN2CCCCC2)on1,x1052_1A,x1083_0A,1.0,0.6729828850855746,x1052_1A-x1083_0A_322-P,x1052_1A,MDOQDEZHCQUSIE-KRWDZBQOSA-N
O=C(Nc1ccon1)c1ccc2nnc(C(F)F)n2c1,x1594_0A,x1052_1A,0.6724975704567542,1.0,x1594_0A-x1052_1A_119-P,x1052_1A,JQYVVWVMESUIPA-UHFFFAOYSA-N
O=C(Nc1nnc(-c2ccno2)o1)c1ccc2c(c1)OCO2,x1140_0A,x1052_1A,0.461660497091486,1.0,x1140_0A-x1052_1A_464-P,x1052_1A,OVRRMWCWMNYUPN-UHFFFAOYSA-N
CCOc1ccc(N(CC(=O)N2CCCCC2)S(C)(=O)=O)cc1,x1071_0A,x1083_0A,0.672454838257947,0.7739938080495357,x1071_0A-x1083_0A_88-P,x1083_0A,QZOFQRWVRMTHNK-UHFFFAOYSA-N
O=C(CN(CCc1ccccc1)CC(=O)N1CCCCC1)N1CCCCC1,x1083_0A,x1071_0A,0.678363384188627,0.6160990712074303,x1083_0A-x1071_0A_266-P,x1083_0A,FISASBCHKSCHDH-UHFFFAOYSA-N
CC(NC(=O)C=Cc1ccc2c(c1)OCO2)c1nnc2ccccn12,x1594_0A,x1140_0A,0.6589585759441025,0.6837165011563052,x1594_0A-x1140_0A_132-P,x1140_0A,DZBUVMLOTCHPNY-LBPRGKRZSA-N
O=C(NCCc1nnc2ccccn12)NCc1ccc2c(c1)OCO2,x1594_0A,x2021_0A,0.684107259646828,0.7583664872454949,x1594_0A-x2021_0A_103-P,x2021_0A,WFXQPQVIUKVOAU-UHFFFAOYSA-N
COCC(COC)NC(=O)c1c(-c2ccccn2)noc1C,x1052_1A,x1498_0A,1.0,0.7451473759884975,x1052_1A-x1498_0A_481-P,x1052_1A,BLMBQKDETGULPX-UHFFFAOYSA-N
CC(CNC(=O)c1cccnc1)CNC(=O)c1cccnc1C1CC1,x0980_0B,x2099_0A,0.6975157677950831,0.8033567432448518,x0980_0B-x2099_0A_192-P,x2099_0A,OZFDXUREBXQHDK-CYBMUJFWSA-N
O=C(NCC(CO)NC(=O)c1ccnc(C2CC2)c1)c1cccnc1,x0980_0B,x2099_0A,0.8299462742349918,0.7976276930525297,x0980_0B-x2099_0A_175-P,x0980_0B,XVYVMMUAXMQYSI-OAHLLOKOSA-N
Cc1ccccc1N(CC(=O)N1CCCCC1)S(C)(=O)=O,x1071_0A,x1083_0A,0.6717500740302044,0.7624774503908599,x1071_0A-x1083_0A_87-P,x1083_0A,WQDATNRCLVVXJN-UHFFFAOYSA-N
CC(C#N)C(=O)N1CCCC(CNC(=O)CCN2CCCCC2)C1,x1083_0A,x1071_0A,0.6349449204406364,0.824595547986863,x1083_0A-x1071_0A_255-P,x1071_0A,RPOQNPIWCYRVJO-HOTGVXAUSA-N
CN(C)CCN(Cc1cccnc1)C(=O)COc1ccon1,x1498_0A,x1052_1A,0.7533345189400675,1.0,x1498_0A-x1052_1A_466-P,x1052_1A,OYLGKPWDHQRNSF-UHFFFAOYSA-N
CS(=O)(=O)N(CC(=O)N1CCCCC1)c1cccc(C(F)(F)F)c1,x1071_0A,x1083_0A,0.6719339952454202,0.7796324870248281,x1071_0A-x1083_0A_86-P,x1083_0A,XTMINRLRVPHTAX-UHFFFAOYSA-N
Cc1cc(C(=O)NCC(O)CNCC(=O)N2CCCCC2)no1,x1052_1A,x1083_0A,1.0,0.6540057452920524,x1052_1A-x1083_0A_318-P,x1052_1A,JJTWNHJSKMZDJF-LBPRGKRZSA-N
O=C(COCc1cc(-c2ccc3c(c2)OCO3)on1)Nc1cccnc1,x1140_0A,x2099_0A,0.6709269473967443,0.6624307151547925,x1140_0A-x2099_0A_422-P,x1140_0A,COBYWMNJKJFCDS-UHFFFAOYSA-N
CCc1nocc1C(=O)NC(c1nnc2ccccn12)C(C)C,x1052_1A,x1594_0A,1.0,0.670263788968825,x1052_1A-x1594_0A_330-P,x1052_1A,SIFZQVNYZOMALJ-CQSZACIVSA-N
Cc1ccc2nnc(C(=O)N(C)Cc3ccon3)n2c1,x1594_0A,x1052_1A,0.6381285187342264,1.0,x1594_0A-x1052_1A_114-P,x1052_1A,LSZIEZQDAKVSPD-UHFFFAOYSA-N
CCCC(C)N(C)C(=O)c1cc(CN2CCCCC2)on1,x1052_1A,x1083_0A,1.0,0.6302250803858521,x1052_1A-x1083_0A_308-P,x1052_1A,BGPMPBLLFDUQKF-ZDUSSCGKSA-N
CCS(=O)(=O)NCC1CN(Cc2cccc3[nH]ccc23)Cc2ccnn21,x1140_0A,x0130_0A,0.5227570161407591,0.7621225983531564,x1140_0A-x0130_0A_104-P,x0130_0A,RFEOJHJQZBTGML-MRXNPFEDSA-N
C(=Cc1nnc(-c2ccncc2)o1)c1ccc2c(c1)OCO2,x1498_0A,x1140_0A,0.7443595002796942,0.6594724220623501,x1498_0A-x1140_0A_406-P,x1498_0A,DUBHFWKLHUNJMR-UHFFFAOYSA-N
Cc1cc(C(=O)NCCC(C)NCC(=O)N2CCCCC2)no1,x1052_1A,x1083_0A,1.0,0.6358054613023105,x1052_1A-x1083_0A_294-P,x1052_1A,BEAHAQMVBSDYCU-GFCCVEGCSA-N
CC(NC(=O)Nc1ccc(C(C)(C)C)cn1)C(=O)N1CCCCC1,x1498_0A,x1083_0A,0.8348357524828113,0.6968392936637483,x1498_0A-x1083_0A_496-P,x1498_0A,ADFLUTHTVRKWSK-ZDUSSCGKSA-N
CC(Sc1nnc2ccccn12)C(=O)NCc1ccc2c(c1)OCO2,x1594_0A,x1140_0A,0.6758020312751895,0.6870911760779602,x1594_0A-x1140_0A_129-P,x1140_0A,MRJVFURHFFJDOW-LLVKDONJSA-N
CC(C)(C(=O)Nc1cc2c(cc1Br)OCO2)c1ccno1,x1140_0A,x1052_1A,0.4570096685082873,1.0,x1140_0A-x1052_1A_457-P,x1052_1A,DYBNGSZHMMABSE-UHFFFAOYSA-N
O=C(NCc1ccc2c(c1)OCO2)c1cnn(-c2ccncc2)c1,x1498_0A,x1140_0A,0.7751580386126773,0.6707265259878205,x1498_0A-x1140_0A_401-P,x1498_0A,VXQXZFFDEGMTHE-UHFFFAOYSA-N
CCOc1ccccc1N(CC(=O)N1CCCCC1)S(C)(=O)=O,x1071_0A,x1083_0A,0.7072471680087348,0.7749859629421674,x1071_0A-x1083_0A_85-P,x1083_0A,ZYSRRVYOQFAXOB-UHFFFAOYSA-N
FC(F)(F)C(F)(F)C1CCCN(CCCN2CCCCC2)C1,x1083_0A,x1071_0A,0.5762859633827376,0.8244456177402323,x1083_0A-x1071_0A_234-P,x1071_0A,OSQISDJVLSHKIS-CYBMUJFWSA-N
C(=CCN1CCCCC1)CN1CCCCC1,x1083_0A,x1071_0A,0.5606122448979591,0.8008011092281621,x1083_0A-x1071_0A_207-P,x1071_0A,GGMZNKPVYRGGPT-UHFFFAOYSA-N
CC(C)(C)c1cccnc1C(=O)OCCNC(=O)N1CCCCC1,x1498_0A,x1083_0A,0.78430749682338,0.7228151139313528,x1498_0A-x1083_0A_495-P,x1498_0A,AENNPWNMIVRHCP-UHFFFAOYSA-N
O=[N+]([O-])C(C(Cl)=C(Cl)Cl)=C(N1CCCCC1)N1CCCCC1,x1083_0A,x1071_0A,0.6997911071321994,0.7483443708609272,x1083_0A-x1071_0A_124-P,x1071_0A,LMONVEOEQYURAX-UHFFFAOYSA-N
O=C(NCCc1nnc2ccccn12)Nc1ccc2c(c1)OCO2,x1594_0A,x1140_0A,0.6598185242253038,0.6687799380107072,x1594_0A-x1140_0A_128-P,x1140_0A,XVZSLKPJBQFTKB-UHFFFAOYSA-N
Cc1cc(NC(=O)NCC(C)(C)N2CCCCC2)no1,x1052_1A,x1083_0A,1.0,0.5774438879614172,x1052_1A-x1083_0A_289-P,x1052_1A,BEDOAPASUFSUIP-UHFFFAOYSA-N
CC(CCNC(=O)c1cccnc1)NC(=O)c1cccnc1C1CC1,x0980_0B,x2099_0A,0.707039734253226,0.7051679586563308,x0980_0B-x2099_0A_174-P,x0980_0B,YEMQWXWDEXXLDX-ZDUSSCGKSA-N
CCOc1ncccc1NC(=O)N(C)Cc1ccc2c(c1)OCO2,x1498_0A,x2021_0A,0.7815501821795297,0.7141635097152633,x1498_0A-x2021_0A_479-P,x1498_0A,VTUBQJJVUWEGAU-UHFFFAOYSA-N
O=C(NC1(c2ccc3c(c2)OCO3)CC1)c1cccnc1,x1140_0A,x2099_0A,0.7438606510565391,0.7380986418870622,x1140_0A-x2099_0A_417-P,x1140_0A,JBWIJSSLOAXQMF-UHFFFAOYSA-N
O=C(COCc1cc(-c2ccc3c(c2)OCO3)on1)NCc1ccccc1,x1052_1A,x1140_0A,1.0,0.6498218762369706,x1052_1A-x1140_0A_420-P,x1052_1A,LTYLBHMYCVEKHN-UHFFFAOYSA-N
CC(O)CNC1CCCN(C(=O)CCCN2CCCCC2)C1,x1083_0A,x1071_0A,0.5981447738943184,0.8199052132701422,x1083_0A-x1071_0A_101-P,x1071_0A,YPNXKVVVDVOWPB-HOTGVXAUSA-N
O=C(Nc1ccc2nncn2c1)c1csc(-c2ccc3c(c2)OCO3)n1,x1594_0A,x2021_0A,0.7198936502971536,0.6948493683187561,x1594_0A-x2021_0A_102-P,x1594_0A,CRESFJFNIVTPMA-UHFFFAOYSA-N
O=C(NCc1ccc2c(c1)OCO2)c1ccn(-c2ccncc2)n1,x1498_0A,x1140_0A,0.7665183156453269,0.6986566957485113,x1498_0A-x1140_0A_399-P,x1498_0A,RUUXSSLVSUCRJI-UHFFFAOYSA-N
CC(Sc1nnc2ccccn12)C(=O)Nc1ccc2c(c1)OCO2,x1140_0A,x1594_0A,0.6220529039677976,0.6764754779717373,x1140_0A-x1594_0A_40-P,x1594_0A,ZSMSWYGAHFUAEV-JTQLQIEISA-N
CC(NC1CCN(c2ccccn2)C1)c1ccc2c(c1)OCO2,x1498_0A,x2021_0A,0.7777208269263626,0.663312693498452,x1498_0A-x2021_0A_454-P,x1498_0A,JQMDPBUDSOXHTB-UKRRQHHQSA-N
Cc1cc(NC(=O)NCC(C)CN2CCCCC2)no1,x1052_1A,x1083_0A,1.0,0.6070025008931761,x1052_1A-x1083_0A_288-P,x1052_1A,AYRGORPGLUAOSQ-NSHDSACASA-N
CC(C)C(C(=O)Nc1ccc(C(C)(C)C)cn1)N1CCCCC1,x1498_0A,x1083_0A,0.8585630366018979,0.7514665903562742,x1498_0A-x1083_0A_494-P,x1498_0A,CCKBNAUGWQVLSP-QGZVFWFLSA-N
CC(CNC(=O)Cc1ccon1)NC(=O)c1cn2cnnc2cn1,x0147_0A,x1052_1A,0.6797036526533425,1.0,x0147_0A-x1052_1A_17-P,x1052_1A,DROKGAYXDPOXSU-VIFPVBQESA-N
CS(=O)(=O)N(CC(=O)N1CCCCC1)c1ccccc1F,x1071_0A,x1083_0A,0.6389402341343191,0.7628077687719835,x1071_0A-x1083_0A_83-P,x1083_0A,DUKLFAQWCDXGCL-UHFFFAOYSA-N
CC(C)(C)c1cncc(C(=O)NCC(C)(C)N2CCCCC2)c1,x1498_0A,x1083_0A,0.8187783158881424,0.7110254890337878,x1498_0A-x1083_0A_493-P,x1498_0A,TZNHAJJZIGFXCQ-UHFFFAOYSA-N
CC(=O)c1cccc(N(CC(=O)N2CCCCC2)S(C)(=O)=O)c1,x1071_0A,x1083_0A,0.6625531914893616,0.7703471826977804,x1071_0A-x1083_0A_82-P,x1083_0A,JJGBPIFQIMPWGK-UHFFFAOYSA-N
Cc1ccc(N(CC(=O)N2CCCCC2)S(C)(=O)=O)cc1,x1071_0A,x1083_0A,0.6797241784037559,0.7609153869316471,x1071_0A-x1083_0A_81-P,x1083_0A,KQSKWNAVGAHNHC-UHFFFAOYSA-N
O=C(COc1ccon1)NCc1nnc2ccc(Cl)cn12,x1594_0A,x1052_1A,0.5882699097685367,1.0,x1594_0A-x1052_1A_112-P,x1052_1A,UBKUPEHLHNHGGX-UHFFFAOYSA-N
CC(=O)c1ccc(NC(=O)C=Cc2ccc3c(c2)OCO3)nc1,x1498_0A,x1140_0A,0.7998320738874896,0.5925256178420736,x1498_0A-x1140_0A_392-P,x1498_0A,JYWSNVHQRWGEEH-UHFFFAOYSA-N
O=C(NCc1nnc2ccc(Cl)cn12)c1ccc2c(c1)OCO2,x1594_0A,x2021_0A,0.7026844504474085,0.6993281784763595,x1594_0A-x2021_0A_99-P,x1594_0A,OVRDRSZFAUENQC-UHFFFAOYSA-N
CC(C)(O)CC(=O)N1CCC(NC(=O)CCN2CCCCC2)CC1,x1020_0A,x1083_0A,0.7286377286377287,0.7353483751951185,x1020_0A-x1083_0A_259-P,x1083_0A,KEVYQWXHVSZHAP-UHFFFAOYSA-N
CS(=O)(=O)N(CC(=O)N1CCCCC1)c1ccc(F)cc1,x1071_0A,x1083_0A,0.6763522574877068,0.7618395005329679,x1071_0A-x1083_0A_80-P,x1083_0A,RXXXWSFZPBUJKD-UHFFFAOYSA-N
CCCOCCS(=O)(=O)NCc1ccccc1N1CCCCC1,x1083_0A,x1919_0A,0.6941964285714286,0.4022920952101087,x1083_0A-x1919_0A_5-P,x1083_0A,RIZYTVWGDWSXAH-UHFFFAOYSA-N
CN(Cc1ccc2c(c1)OCO2)c1nnc2ccc(Br)cn12,x1594_0A,x2021_0A,0.7517488205628762,0.6974672266768487,x1594_0A-x2021_0A_98-P,x1594_0A,UGWDTNUKLBRVQG-UHFFFAOYSA-N
O=C(NCc1ccc2c(c1)OCO2)Nc1ccc(N2CCCC2)nc1,x1498_0A,x1919_0A,0.8345771144278606,0.7456992393212405,x1498_0A-x1919_0A_163-P,x1498_0A,DCLMYZNEEWNFIG-UHFFFAOYSA-N
Cc1cc(CN(C)C(=O)NCCCCCN2CCCCC2)no1,x1052_1A,x1083_0A,1.0,0.6523110900772993,x1052_1A-x1083_0A_265-P,x1052_1A,IDVJMMURWUIIMQ-UHFFFAOYSA-N
CC(Sc1nnc2ccccn12)C(=O)NCc1ccc2c(c1)OCO2,x1140_0A,x1594_0A,0.615286262253161,0.6887779745612623,x1140_0A-x1594_0A_38-P,x1594_0A,MRJVFURHFFJDOW-NSHDSACASA-N
O=C(NCc1ccc2c(c1)OCO2)c1c[nH]nc1-c1ccccn1,x1140_0A,x1498_0A,0.6312775330396476,0.7894379351332994,x1140_0A-x1498_0A_401-P,x1498_0A,QBMHPDXWWOVDBV-UHFFFAOYSA-N
COC(=O)CN(CC(C)C)C(=O)c1cc(CN2CCCCC2)on1,x1052_1A,x1083_0A,1.0,0.6671744097486672,x1052_1A-x1083_0A_264-P,x1052_1A,GBEJYJMOLBBNHB-UHFFFAOYSA-N
CC(C)c1ccc(N(CC(=O)N2CCCCC2)S(C)(=O)=O)cc1,x1071_0A,x1083_0A,0.6653124124404595,0.775627541719254,x1071_0A-x1083_0A_79-P,x1083_0A,HVDOLBGNJGWHEL-UHFFFAOYSA-N
Cc1cc(C(=O)NCC(C)(C)N2CCCCC2)no1,x1052_1A,x1083_0A,1.0,0.5742933537051184,x1052_1A-x1083_0A_260-P,x1052_1A,SPFXFBPDYHETEE-UHFFFAOYSA-N
O=C(NNC(=S)Nc1ccc2c(c1)OCO2)c1ccccn1,x1140_0A,x1498_0A,0.6315710648494833,0.7658588738417677,x1140_0A-x1498_0A_388-P,x1498_0A,DQNQGHRPEIGZDR-UHFFFAOYSA-N
CS(=O)(=O)N(CC(=O)N1CCCCC1)c1cccc(F)c1,x1071_0A,x1083_0A,0.6768748132656109,0.7541059094397544,x1071_0A-x1083_0A_78-P,x1083_0A,PLELGSWTTBFCPB-UHFFFAOYSA-N
Brc1cc2c(cc1CSc1nnc3ccccn13)OCO2,x1140_0A,x1594_0A,0.6445306670646173,0.7573089700996678,x1140_0A-x1594_0A_36-P,x1594_0A,PIPHTDPJELKUKA-UHFFFAOYSA-N
Cc1nnc2ccc(-c3noc(-c4ccc5c(c4)OCO5)n3)cn12,x1594_0A,x2021_0A,0.7464926590538336,0.7028672925653388,x1594_0A-x2021_0A_90-P,x1594_0A,SJLNXEFMEKPDCS-UHFFFAOYSA-N
CC(C)(C)c1cncc(CNC(CN2CCCCC2)C(=O)O)c1,x1498_0A,x1083_0A,0.8091253552257657,0.7230701496918109,x1498_0A-x1083_0A_492-P,x1498_0A,NUTJASGXDKNSIA-INIZCTEOSA-N
O=C(Cc1cccnc1)NC1(c2ccc3c(c2)OCO3)CC1,x1140_0A,x2099_0A,0.5155350978135789,0.7644583220200923,x1140_0A-x2099_0A_413-P,x2099_0A,ZTSQAEHYVUZMIA-UHFFFAOYSA-N
COCc1cc(C(=O)NCCc2nnc3ccccn23)no1,x1052_1A,x1594_0A,1.0,0.6552160549629362,x1052_1A-x1594_0A_314-P,x1052_1A,LNBFZAUSDPJKOZ-UHFFFAOYSA-N
c1ccn2c(SCc3ccc4c(c3)OCO4)nnc2c1,x1140_0A,x1594_0A,0.6351075522059978,0.7244604316546762,x1140_0A-x1594_0A_35-P,x1594_0A,PBGISIMZKZSNKZ-UHFFFAOYSA-N
CC(C)C(O)C(=O)NC1CCN(CC(=O)N2CCCCC2)CC1,x1083_0A,x1071_0A,0.5745599468615078,0.8162566573674866,x1083_0A-x1071_0A_93-P,x1071_0A,ZIQAWEDGSXKFBS-INIZCTEOSA-N
CC(C)(C)c1cncc(C(=O)NC(CO)CN2CCCCC2)c1,x1498_0A,x1083_0A,0.8175102169129205,0.7145613774677156,x1498_0A-x1083_0A_491-P,x1498_0A,ZOUUWNQCUXUODG-INIZCTEOSA-N
O=C(C=Cc1ccc2c(c1)OCO2)Nc1ccc(Cl)cn1,x1498_0A,x1140_0A,0.7759027399745962,0.6281345565749236,x1498_0A-x1140_0A_391-P,x1498_0A,DSFGQBOPYHSKKO-UHFFFAOYSA-N
CS(=O)(=O)N(CC(=O)N1CCCCC1)c1ccccc1Br,x1071_0A,x1083_0A,0.6628654970760234,0.7663910218546958,x1071_0A-x1083_0A_77-P,x1083_0A,WRRWWXVUIYSPCY-UHFFFAOYSA-N
O=C(Cc1ccc2c(c1)OCO2)NC1CCN(c2nccn3cnnc23)C1,x0147_0A,x1919_0A,0.7898561471155272,0.6322109433027977,x0147_0A-x1919_0A_19-P,x0147_0A,ICLQJZFZXNUAAQ-ZDUSSCGKSA-N
CCNS(=O)(=O)c1ccc(N2CCCC2c2ccc3c(c2)OCO3)nc1,x1498_0A,x1919_0A,0.8163934426229508,0.7627607634265424,x1498_0A-x1919_0A_148-P,x1498_0A,JVLJMMVMPLFRSE-HNNXBMFYSA-N
c1cncc(-c2nc(NCCc3ccc4c(c3)OCO4)c3ccccc3n2)c1,x1498_0A,x2021_0A,0.8028832009414534,0.7752457068797927,x1498_0A-x2021_0A_450-P,x1498_0A,AIMWDFKSQKLJEQ-UHFFFAOYSA-N
O=C(Nc1ccccn1)c1cnc(-c2ccc3c(c2)OCO3)s1,x1140_0A,x1498_0A,0.6087218045112782,0.7651183172655566,x1140_0A-x1498_0A_359-P,x1498_0A,YXRKLJZLORHRGZ-UHFFFAOYSA-N
Cc1cc(C(=O)NC(C)c2nnc3ccccn23)on1,x1052_1A,x1594_0A,1.0,0.6150635930047694,x1052_1A-x1594_0A_310-P,x1052_1A,NCESWZUFBFUIOG-SECBINFHSA-N
CC(Cc1ccno1)NC(=O)c1cc(Br)cc2c1OCO2,x1140_0A,x1052_1A,0.5342601787487586,1.0,x1140_0A-x1052_1A_456-P,x1052_1A,WCRDTIPLWOSBLS-QMMMGPOBSA-N
O=C(COc1ccon1)NCc1nnc2c(Cl)cccn12,x1594_0A,x1052_1A,0.655795751024972,1.0,x1594_0A-x1052_1A_111-P,x1052_1A,WESYTQCLIPRSEL-UHFFFAOYSA-N
NC1(CCC(=O)Nc2cccc3[nH]ccc23)CCCC1,x1020_0A,x0130_0A,0.7802615571776156,0.7005149662053428,x1020_0A-x0130_0A_386-P,x1020_0A,DVZLDUFZOHEGBS-UHFFFAOYSA-N
Cc1cc(NC(=O)CCSc2nnc3ccccn23)no1,x1052_1A,x1594_0A,1.0,0.6029327747095792,x1052_1A-x1594_0A_296-P,x1052_1A,UFSYPIXPRDUUAZ-UHFFFAOYSA-N
O=C(Nc1cccnc1)C1(c2ccc3c(c2)OCO3)CC1,x1140_0A,x2099_0A,0.5397981135197749,0.7738540368370032,x1140_0A-x2099_0A_412-P,x2099_0A,MNCFVTLSNDVVLM-UHFFFAOYSA-N
