,smiles,hit1,hit2,shape_tanimoto1,shape_tanimoto2,compound_set,template,inchikey
155,Cc1ccn2c(NC(=O)c3ccc4c(c3)OCO4)nnc2c1,x1594_0A,x1140_0A,0.7352840520191649,0.6337411267180184,x1594_0A-x1140_0A_159-P,x1594_0A,NHWZCVJNUFHPIM-UHFFFAOYSA-N
