,smiles,hit1,hit2,shape_tanimoto1,shape_tanimoto2,compound_set,template,inchikey
667,CC(Sc1nnc2ccccn12)C(=O)Nc1ccc2c(c1)OCCO2,x1594_0A,x2021_0A,0.6670997076973043,0.6793902439024391,x1594_0A-x2021_0A_354-I,x2021_0A,JVHFGEXEDBASMZ-LLVKDONJSA-N
