,smiles,hit1,hit2,shape_tanimoto1,shape_tanimoto2,compound_set,template,inchikey
263,O=C(Nc1ccc2nncn2c1)c1csc(-c2ccc3c(c2)OCO3)n1,x1594_0A,x1919_0A,0.7324074074074074,0.6955112818050888,x1594_0A-x1919_0A_101-P,x1594_0A,CRESFJFNIVTPMA-UHFFFAOYSA-N
