,smiles,hit1,hit2,shape_tanimoto1,shape_tanimoto2,compound_set,template,inchikey
90,CN(Cc1nnc2ccccn12)C(=O)CCc1ccc2c(c1)OCO2,x1140_0A,x1594_0A,0.6198382290336313,0.6677033884432804,x1140_0A-x1594_0A_89-P,x1594_0A,AGVASHOXXDPPTJ-UHFFFAOYSA-N
