,smiles,hit1,hit2,shape_tanimoto1,shape_tanimoto2,compound_set,template,inchikey
343,Cc1cc(NC(=O)NCC(C)(C)N2CCCCC2)no1,x1052_1A,x1083_0A,1.0,0.5774438879614172,x1052_1A-x1083_0A_289-P,x1052_1A,BEDOAPASUFSUIP-UHFFFAOYSA-N
