,smiles,hit1,hit2,shape_tanimoto1,shape_tanimoto2,compound_set,template,inchikey
599,O=C(NCc1nnc2ccccn12)C(Cc1ccccc1)NS(=O)(=O)c1ccc2c(c1)OCCO2,x1594_0A,x1919_0A,0.7559652928416486,0.757826003456885,x1594_0A-x1919_0A_457-I,x1919_0A,BLXBFYJOMBEZLE-LJQANCHMSA-N
