,smiles,hit1,hit2,shape_tanimoto1,shape_tanimoto2,compound_set,template,inchikey
98,O=C(C=Cc1ccc2c(c1)OCO2)NCCc1nnc2ccccn12,x1594_0A,x2021_0A,0.6396411645226812,0.7484980563081635,x1594_0A-x2021_0A_162-P,x2021_0A,VVZCRITXOKTYHR-UHFFFAOYSA-N
